UTC,observed_power
2017-12-10T12:00:00,-4.6365E-06
2017-12-10T12:01:00,-4.65446E-06
2017-12-10T12:02:00,-4.67242E-06
2017-12-10T12:03:00,-4.69038E-06
2017-12-10T12:04:00,-4.70834E-06
2017-12-10T12:05:00,-4.7263E-06
2017-12-10T12:06:00,-4.74426E-06
2017-12-10T12:07:00,-4.76222E-06
2017-12-10T12:08:00,-4.78018E-06
2017-12-10T12:09:00,-4.79814E-06
2017-12-10T12:10:00,-4.8161E-06
2017-12-10T12:11:00,-4.83406E-06
2017-12-10T12:12:00,-4.85202E-06
2017-12-10T12:13:00,-4.86998E-06
2017-12-10T12:14:00,-4.88793E-06
2017-12-10T12:15:00,-4.90589E-06
2017-12-10T12:16:00,-4.92385E-06
2017-12-10T12:17:00,-4.94181E-06
2017-12-10T12:18:00,-4.95977E-06
2017-12-10T12:19:00,-4.97773E-06
2017-12-10T12:20:00,-4.99569E-06
2017-12-10T12:21:00,-5.01365E-06
2017-12-10T12:22:00,-5.03161E-06
2017-12-10T12:23:00,-5.04957E-06
2017-12-10T12:24:00,-5.06753E-06
2017-12-10T12:25:00,-5.08549E-06
2017-12-10T12:26:00,-5.10345E-06
2017-12-10T12:27:00,-5.12141E-06
2017-12-10T12:28:00,-5.13936E-06
2017-12-10T12:29:00,-5.15732E-06
2017-12-10T12:30:00,-5.17528E-06
2017-12-10T12:31:00,-5.19324E-06
2017-12-10T12:32:00,-5.2112E-06
2017-12-10T12:33:00,-5.22916E-06
2017-12-10T12:34:00,-5.24712E-06
2017-12-10T12:35:00,-5.1139E-06
2017-12-10T12:36:00,0.008736843
2017-12-10T12:37:00,0.013499222
2017-12-10T12:38:00,0.016719962
2017-12-10T12:39:00,0.020272674
2017-12-10T12:40:00,0.023818305
2017-12-10T12:41:00,0.02698043
2017-12-10T12:42:00,0.029856227
2017-12-10T12:43:00,0.032652904
2017-12-10T12:44:00,0.035646196
2017-12-10T12:45:00,0.038922308
2017-12-10T12:46:00,0.042733625
2017-12-10T12:47:00,0.04695175
2017-12-10T12:48:00,0.051299307
2017-12-10T12:49:00,0.055912979
2017-12-10T12:50:00,0.060606002
2017-12-10T12:51:00,0.065493954
2017-12-10T12:52:00,0.070884819
2017-12-10T12:53:00,0.076637862
2017-12-10T12:54:00,0.08278835
2017-12-10T12:55:00,0.08911293
2017-12-10T12:56:00,0.095379164
2017-12-10T12:57:00,0.101574705
2017-12-10T12:58:00,0.10752023
2017-12-10T12:59:00,0.113478864
